customer_id,rec_1,rec_2,rec_3,rec_4,rec_5
WMT_05082,Garlic Bulb 3-Pack,Lemon each,Yellow Onion 3lb Bag,Great Value Sliced Bacon 16oz,
WMT_35534,Cucumber each,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb,,
WMT_10502,Lemon each,,,,
WMT_18116,Roma Tomatoes per lb,Marketside Organic Bananas 3lb,,,
WMT_13034,Roma Tomatoes per lb,Yellow Onion 3lb Bag,Great Value Sugar Granulated 4lb,Great Value Canola Oil 48oz,Great Value Long Grain White Rice 5lb
WMT_13183,Lemon each,Great Value All Purpose Flour 5lb,,,
WMT_00180,Broccoli Crowns per lb,Great Value Extra Virgin Olive Oil 17oz,Campbells Tomato Soup 10.75oz,,
WMT_37487,Roma Tomatoes per lb,Folgers Classic Roast Coffee 30.5oz,,,
WMT_05984,Great Value All Purpose Flour 5lb,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb,,
WMT_13257,Broccoli Crowns per lb,Great Value Canola Oil 48oz,Roma Tomatoes per lb,Marketside Shredded Cheddar 8oz,Great Value Whole Milk 1 Gal
WMT_07352,Daisy Sour Cream 16oz,,,,
WMT_29116,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_24543,Great Value Spaghetti 16oz,Great Value Long Grain White Rice 5lb,Great Value Thin Sliced Turkey 9oz,Chicken Breast Boneless Skinless 3lb,
WMT_40331,Marketside Baby Spinach 5oz,Marketside Organic Bananas 3lb,Great Value All Purpose Flour 5lb,Great Value Long Grain White Rice 5lb,
WMT_41756,Great Value Chicken Broth 32oz,Oreo Original Cookies 14.3oz,,,
WMT_39025,Russet Potatoes 5lb Bag,Heinz Tomato Ketchup 32oz,Great Value Unsalted Butter 1lb,Great Value Frozen Pizza Pepperoni 12in,
WMT_25555,Celery Stalk bunch,,,,
WMT_30358,Lemon each,Great Value Sugar Granulated 4lb,,,
WMT_01417,Avocado Hass each,Heinz Tomato Ketchup 32oz,Russet Potatoes 5lb Bag,,
WMT_45830,Kraft Mac and Cheese Original 7.25oz,Great Value All Purpose Flour 5lb,Great Value Toilet Paper 12 Rolls,,
WMT_28067,Lemon each,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz,Lipton Iced Tea Mix 3qt,
WMT_26298,Marketside Baby Spinach 5oz,Marketside Organic Bananas 3lb,Great Value Unsalted Butter 1lb,Kraft Mac and Cheese Original 7.25oz,Great Value Sugar Granulated 4lb
WMT_21276,Roma Tomatoes per lb,Kraft Mac and Cheese Original 7.25oz,Marketside Fresh Mozzarella 8oz,Philadelphia Original Cream Cheese 8oz,Great Value Apple Juice 64oz
WMT_35620,Great Value Spaghetti 16oz,,,,
WMT_19242,Russet Potatoes 5lb Bag,Marketside Fresh Mozzarella 8oz,Great Value Toilet Paper 12 Rolls,,
WMT_00557,Marketside Organic Bananas 3lb,Hunts Diced Tomatoes 14.5oz,Great Value 2% Reduced Fat Milk 1 Gal,Great Value Thin Sliced Turkey 9oz,
WMT_40171,Heinz Tomato Ketchup 32oz,,,,
WMT_18219,Lemon each,Marketside Organic Bananas 3lb,Tide Simply Liquid Laundry Det 46oz,,
WMT_16140,Avocado Hass each,Kraft Mac and Cheese Original 7.25oz,Great Value Sugar Granulated 4lb,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz
WMT_23933,Great Value Sugar Granulated 4lb,Great Value Penne Pasta 16oz,Philadelphia Original Cream Cheese 8oz,,
WMT_48992,Great Value Spaghetti 16oz,Roma Tomatoes per lb,Marketside Baby Spinach 5oz,Daisy Sour Cream 16oz,Great Value 80/20 Ground Beef 1lb
WMT_35320,Broccoli Crowns per lb,Green Bell Pepper each,Marketside Shredded Cheddar 8oz,Great Value Unsalted Butter 1lb,
WMT_39806,Great Value Chicken Broth 32oz,Marketside Baby Spinach 5oz,Roma Tomatoes per lb,Marketside Organic Bananas 3lb,Folgers Classic Roast Coffee 30.5oz
WMT_03761,Great Value Chicken Broth 32oz,Broccoli Crowns per lb,Roma Tomatoes per lb,Russet Potatoes 5lb Bag,Chicken Breast Boneless Skinless 3lb
WMT_28238,Cucumber each,Great Value Spaghetti 16oz,Great Value Extra Virgin Olive Oil 17oz,Great Value 80/20 Ground Beef 1lb,Glad ForceFlex Trash Bags 30 Gal 25ct
WMT_14050,Lemon each,Marketside Organic Bananas 3lb,,,
WMT_24822,Russet Potatoes 5lb Bag,Celery Stalk bunch,Great Value Spaghetti 16oz,Great Value All Purpose Flour 5lb,
WMT_11411,Great Value Spaghetti 16oz,Cucumber each,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,
WMT_29221,Great Value Chicken Broth 32oz,Great Value Large Eggs 12ct,Great Value American Cheese Slices 16oz,,
WMT_11467,Kraft Mac and Cheese Original 7.25oz,Great Value Chicken Broth 32oz,Marketside Fresh Mozzarella 8oz,Avocado Hass each,Broccoli Crowns per lb
WMT_37381,Great Value Extra Virgin Olive Oil 17oz,Heinz Tomato Ketchup 32oz,Great Value Unsalted Butter 1lb,Tropicana Orange Juice No Pulp 52oz,
WMT_23298,Green Bell Pepper each,Great Value Sugar Granulated 4lb,Marketside Shredded Cheddar 8oz,,
WMT_48786,Russet Potatoes 5lb Bag,,,,
WMT_37821,Daisy Sour Cream 16oz,,,,
WMT_45483,Baby Carrots 1lb Bag,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,,
WMT_05537,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz,,,
WMT_43230,Great Value Extra Virgin Olive Oil 17oz,Great Value Chicken Broth 32oz,Avocado Hass each,Great Value American Cheese Slices 16oz,Marketside Baby Spinach 5oz
WMT_16237,Great Value Sugar Granulated 4lb,,,,
WMT_44615,Great Value All Purpose Flour 5lb,,,,
WMT_38237,Broccoli Crowns per lb,Campbells Tomato Soup 10.75oz,Atlantic Salmon Fillet per lb,,
WMT_31347,Roma Tomatoes per lb,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz,Great Value Large Eggs 12ct,Daisy Sour Cream 16oz
WMT_28503,Broccoli Crowns per lb,Great Value Spaghetti 16oz,Great Value Frozen French Fries 32oz,,
WMT_01576,Celery Stalk bunch,,,,
WMT_46894,Great Value Long Grain White Rice 5lb,Great Value Whole Milk 1 Gal,,,
WMT_26271,Great Value Penne Pasta 16oz,Great Value Large Eggs 12ct,,,
WMT_18947,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Heinz Tomato Ketchup 32oz,Great Value Trash Bags 13 Gal 50ct,
WMT_34332,Kraft Mac and Cheese Original 7.25oz,Great Value American Cheese Slices 16oz,,,
WMT_23611,Broccoli Crowns per lb,Celery Stalk bunch,Great Value Spaghetti 16oz,Great Value Sugar Granulated 4lb,Daisy Sour Cream 16oz
WMT_13282,Avocado Hass each,Great Value Spaghetti 16oz,Hunts Diced Tomatoes 14.5oz,Great Value American Cheese Slices 16oz,Great Value Greek Yogurt Plain 32oz
WMT_00937,Marketside Shredded Cheddar 8oz,,,,
WMT_45082,Green Bell Pepper each,Yellow Onion 3lb Bag,,,
WMT_40296,Great Value Canola Oil 48oz,Atlantic Salmon Fillet per lb,,,
WMT_04467,Broccoli Crowns per lb,Great Value Canola Oil 48oz,,,
WMT_46307,Celery Stalk bunch,Great Value Chicken Broth 32oz,Bounty Select-A-Size Paper Towels 8 Rolls,Glad ForceFlex Trash Bags 30 Gal 25ct,
WMT_04520,Great Value Long Grain White Rice 5lb,Great Value Whole Milk 1 Gal,Cucumber each,Garlic Bulb 3-Pack,Roma Tomatoes per lb
WMT_15047,Great Value Large Eggs 12ct,Marketside Shredded Cheddar 8oz,Great Value Whole Milk 1 Gal,,
WMT_20173,Lemon each,Great Value Spaghetti 16oz,Great Value Chicken Broth 32oz,Marketside Shredded Cheddar 8oz,
WMT_36199,Great Value Chicken Broth 32oz,Cucumber each,Roma Tomatoes per lb,Marketside Organic Bananas 3lb,Great Value Sliced Bacon 16oz
WMT_22435,Baby Carrots 1lb Bag,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,Great Value Whole Milk 1 Gal,Great Value Greek Yogurt Plain 32oz
WMT_04995,Broccoli Crowns per lb,Green Bell Pepper each,Great Value Spaghetti 16oz,Great Value Canola Oil 48oz,
WMT_22255,Broccoli Crowns per lb,Marketside Organic Bananas 3lb,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,Great Value Granola Bars Oats Honey 8ct
WMT_46734,Avocado Hass each,Marketside Baby Spinach 5oz,Marketside Organic Bananas 3lb,Great Value 2% Reduced Fat Milk 1 Gal,Great Value Greek Yogurt Plain 32oz
WMT_13164,Marketside Organic Bananas 3lb,Kraft Mac and Cheese Original 7.25oz,,,
WMT_31878,Great Value Greek Yogurt Plain 32oz,Daisy Sour Cream 16oz,,,
WMT_38390,Great Value Whole Milk 1 Gal,Bounty Select-A-Size Paper Towels 8 Rolls,,,
WMT_31256,Hunts Diced Tomatoes 14.5oz,,,,
WMT_34159,Baby Carrots 1lb Bag,Marketside Fresh Mozzarella 8oz,Chicken Breast Boneless Skinless 3lb,Ritz Original Crackers 13.7oz,
WMT_26750,Lemon each,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_14888,Great Value Extra Virgin Olive Oil 17oz,Cucumber each,Garlic Bulb 3-Pack,,
WMT_42153,Great Value Sugar Granulated 4lb,Russet Potatoes 5lb Bag,Celery Stalk bunch,Chicken Breast Boneless Skinless 3lb,
WMT_08313,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Russet Potatoes 5lb Bag,Great Value Unsalted Butter 1lb,
WMT_16727,Marketside Organic Bananas 3lb,Great Value Canola Oil 48oz,Great Value Unsalted Butter 1lb,,
WMT_40481,Great Value Sugar Granulated 4lb,,,,
WMT_08180,Cucumber each,Baby Carrots 1lb Bag,Kraft Mac and Cheese Original 7.25oz,Great Value Sugar Granulated 4lb,Great Value Greek Yogurt Plain 32oz
WMT_35318,Avocado Hass each,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb,Great Value Paper Towels 6 Double Rolls,
WMT_32614,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb,,,
WMT_35565,Great Value Spaghetti 16oz,,,,
WMT_04318,Marketside Fresh Mozzarella 8oz,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,Great Value Chicken Broth 32oz,Great Value Canola Oil 48oz
WMT_36527,Marketside Organic Bananas 3lb,,,,
WMT_35401,Marketside Baby Spinach 5oz,Russet Potatoes 5lb Bag,Marketside Organic Bananas 3lb,Celery Stalk bunch,
WMT_21792,Great Value Spaghetti 16oz,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Marketside Shredded Cheddar 8oz,Great Value Greek Yogurt Plain 32oz
WMT_19099,Great Value Sugar Granulated 4lb,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag,,
WMT_39002,Garlic Bulb 3-Pack,Celery Stalk bunch,Kraft Mac and Cheese Original 7.25oz,Great Value Sugar Granulated 4lb,Great Value Large Eggs 12ct
WMT_22569,Russet Potatoes 5lb Bag,Celery Stalk bunch,Great Value Unsalted Butter 1lb,Great Value American Cheese Slices 16oz,Philadelphia Original Cream Cheese 8oz
WMT_00860,Cucumber each,Great Value Extra Virgin Olive Oil 17oz,Great Value Long Grain White Rice 5lb,Marketside Shredded Cheddar 8oz,Great Value 2% Reduced Fat Milk 1 Gal
WMT_25824,Roma Tomatoes per lb,Marketside Fresh Mozzarella 8oz,Philadelphia Original Cream Cheese 8oz,Great Value Dish Soap Original 24oz,
WMT_28812,Great Value Sugar Granulated 4lb,Great Value Canola Oil 48oz,Great Value Whole Milk 1 Gal,,
WMT_21656,Broccoli Crowns per lb,Roma Tomatoes per lb,Hunts Diced Tomatoes 14.5oz,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb
WMT_09396,Great Value Sugar Granulated 4lb,Cucumber each,Yellow Onion 3lb Bag,Celery Stalk bunch,
WMT_48072,Marketside Organic Bananas 3lb,Hunts Diced Tomatoes 14.5oz,Campbells Tomato Soup 10.75oz,Great Value Penne Pasta 16oz,
WMT_25021,Great Value Chicken Broth 32oz,Campbells Tomato Soup 10.75oz,,,
WMT_26645,Great Value Spaghetti 16oz,Baby Carrots 1lb Bag,Garlic Bulb 3-Pack,Yellow Onion 3lb Bag,
WMT_04925,Avocado Hass each,Marketside Organic Bananas 3lb,Marketside Shredded Cheddar 8oz,,
WMT_29935,Lemon each,Marketside Baby Spinach 5oz,Great Value Extra Virgin Olive Oil 17oz,Great Value Sugar Granulated 4lb,Heinz Tomato Ketchup 32oz
WMT_49646,Kraft Mac and Cheese Original 7.25oz,Great Value Long Grain White Rice 5lb,Great Value Large Eggs 12ct,,
WMT_32460,Great Value All Purpose Flour 5lb,Roma Tomatoes per lb,Yellow Onion 3lb Bag,,
WMT_27619,Broccoli Crowns per lb,Great Value Extra Virgin Olive Oil 17oz,Great Value Dish Soap Original 24oz,Glad ForceFlex Trash Bags 30 Gal 25ct,
WMT_17214,Great Value All Purpose Flour 5lb,Great Value Long Grain White Rice 5lb,Great Value Unsalted Butter 1lb,,
WMT_12149,Great Value Penne Pasta 16oz,Chicken Breast Boneless Skinless 3lb,,,
WMT_37425,Great Value Chicken Broth 32oz,Great Value Penne Pasta 16oz,Baby Carrots 1lb Bag,Lemon each,Russet Potatoes 5lb Bag
WMT_29724,Cucumber each,Great Value All Purpose Flour 5lb,Heinz Tomato Ketchup 32oz,Great Value 2% Reduced Fat Milk 1 Gal,
WMT_42495,Tropicana Orange Juice No Pulp 52oz,,,,
WMT_21851,Green Bell Pepper each,Lemon each,Russet Potatoes 5lb Bag,,
WMT_02642,Great Value All Purpose Flour 5lb,,,,
WMT_30813,Great Value Greek Yogurt Plain 32oz,Folgers Classic Roast Coffee 30.5oz,,,
WMT_08390,Hunts Diced Tomatoes 14.5oz,Kraft Mac and Cheese Original 7.25oz,Great Value Unsalted Butter 1lb,Great Value 80/20 Ground Beef 1lb,
WMT_22246,Marketside Organic Bananas 3lb,Marketside Shredded Cheddar 8oz,Great Value Spaghetti 16oz,Great Value Sugar Granulated 4lb,Great Value Penne Pasta 16oz
WMT_26985,Broccoli Crowns per lb,Great Value Spaghetti 16oz,,,
WMT_06183,Baby Carrots 1lb Bag,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,,
WMT_42106,Great Value Chicken Broth 32oz,Great Value Granola Bars Oats Honey 8ct,,,
WMT_47581,Yellow Onion 3lb Bag,Great Value Extra Virgin Olive Oil 17oz,Great Value American Cheese Slices 16oz,,
WMT_00129,Great Value Canola Oil 48oz,Roma Tomatoes per lb,Yellow Onion 3lb Bag,,
WMT_00207,Heinz Tomato Ketchup 32oz,Philadelphia Original Cream Cheese 8oz,Great Value Frozen Broccoli Florets 12oz,,
WMT_44331,Heinz Tomato Ketchup 32oz,Baby Carrots 1lb Bag,Roma Tomatoes per lb,Great Value Greek Yogurt Plain 32oz,
WMT_26350,Great Value Extra Virgin Olive Oil 17oz,Great Value Long Grain White Rice 5lb,,,
WMT_42432,Great Value Canola Oil 48oz,Great Value Frozen Pizza Pepperoni 12in,,,
WMT_43605,Avocado Hass each,Lemon each,Great Value 100% Orange Juice 52oz,,
WMT_49263,Great Value All Purpose Flour 5lb,Great Value Extra Virgin Olive Oil 17oz,Glad ForceFlex Trash Bags 30 Gal 25ct,,
WMT_23834,Avocado Hass each,Baby Carrots 1lb Bag,Roma Tomatoes per lb,Lipton Iced Tea Mix 3qt,
WMT_10494,Baby Carrots 1lb Bag,Great Value Extra Virgin Olive Oil 17oz,Great Value All Purpose Flour 5lb,Great Value Chicken Broth 32oz,Great Value Sugar Granulated 4lb
WMT_46619,Great Value Long Grain White Rice 5lb,Green Bell Pepper each,Cucumber each,Baby Carrots 1lb Bag,Birds Eye Steamfresh Mixed Veggies 10oz
WMT_14287,Lemon each,Bounty Select-A-Size Paper Towels 8 Rolls,,,
WMT_03025,Lemon each,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,,
WMT_39721,Campbells Tomato Soup 10.75oz,Great Value Greek Yogurt Plain 32oz,,,
WMT_00889,Avocado Hass each,Celery Stalk bunch,Great Value Unsalted Butter 1lb,Daisy Sour Cream 16oz,
WMT_05955,Heinz Tomato Ketchup 32oz,,,,
WMT_09192,Cucumber each,Great Value Spaghetti 16oz,Great Value Extra Virgin Olive Oil 17oz,Great Value Frozen Broccoli Florets 12oz,
WMT_36686,Lemon each,Hunts Diced Tomatoes 14.5oz,Kraft Mac and Cheese Original 7.25oz,Marketside Shredded Cheddar 8oz,Great Value Whole Milk 1 Gal
WMT_43568,Lemon each,Great Value Large Eggs 12ct,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb
WMT_29470,Baby Carrots 1lb Bag,Great Value Long Grain White Rice 5lb,Marketside Fresh Mozzarella 8oz,,
WMT_29210,Russet Potatoes 5lb Bag,,,,
WMT_41020,Great Value Spaghetti 16oz,,,,
WMT_40207,Roma Tomatoes per lb,Great Value Long Grain White Rice 5lb,Great Value Greek Yogurt Plain 32oz,,
WMT_03385,Great Value Unsalted Butter 1lb,,,,
WMT_00558,Marketside Baby Spinach 5oz,Great Value Long Grain White Rice 5lb,,,
WMT_08036,Avocado Hass each,Great Value Penne Pasta 16oz,Russet Potatoes 5lb Bag,Tilapia Fillets per lb,Tropicana Orange Juice No Pulp 52oz
WMT_48167,Garlic Bulb 3-Pack,Russet Potatoes 5lb Bag,,,
WMT_04130,Baby Carrots 1lb Bag,Garlic Bulb 3-Pack,Great Value Spaghetti 16oz,Great Value All Purpose Flour 5lb,
WMT_27276,Marketside Baby Spinach 5oz,Roma Tomatoes per lb,Marketside Organic Bananas 3lb,,
WMT_18388,Baby Carrots 1lb Bag,Great Value All Purpose Flour 5lb,Great Value Penne Pasta 16oz,Great Value 2% Reduced Fat Milk 1 Gal,Atlantic Salmon Fillet per lb
WMT_43893,Hunts Diced Tomatoes 14.5oz,Great Value Spaghetti 16oz,Great Value Extra Virgin Olive Oil 17oz,Great Value Chicken Broth 32oz,
WMT_32791,Heinz Tomato Ketchup 32oz,Garlic Bulb 3-Pack,Roma Tomatoes per lb,,
WMT_19201,Green Bell Pepper each,,,,
WMT_30218,Great Value Whole Milk 1 Gal,Tropicana Orange Juice No Pulp 52oz,Great Value Frozen Pizza Pepperoni 12in,,
WMT_33457,Avocado Hass each,Lemon each,Philadelphia Original Cream Cheese 8oz,,
WMT_00605,Great Value Chicken Broth 32oz,Marketside Baby Spinach 5oz,Yellow Onion 3lb Bag,,
WMT_14473,Green Bell Pepper each,Great Value Penne Pasta 16oz,,,
WMT_34727,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_45211,Russet Potatoes 5lb Bag,Great Value Spaghetti 16oz,Lays Classic Potato Chips 8oz,,
WMT_07651,Roma Tomatoes per lb,Great Value Unsalted Butter 1lb,,,
WMT_33901,Marketside Baby Spinach 5oz,Heinz Tomato Ketchup 32oz,Great Value Whole Milk 1 Gal,,
WMT_30273,Great Value Sugar Granulated 4lb,,,,
WMT_02225,Cucumber each,Lemon each,Great Value American Cheese Slices 16oz,Philadelphia Original Cream Cheese 8oz,
WMT_00457,Great Value Sugar Granulated 4lb,Broccoli Crowns per lb,Yellow Onion 3lb Bag,Great Value 2% Reduced Fat Milk 1 Gal,
WMT_37242,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Lemon each,,
WMT_34049,Green Bell Pepper each,Garlic Bulb 3-Pack,Russet Potatoes 5lb Bag,,
WMT_26521,Lemon each,Great Value Sugar Granulated 4lb,Great Value Canola Oil 48oz,,
WMT_49053,Lemon each,Kraft Mac and Cheese Original 7.25oz,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,Great Value Apple Juice 64oz
WMT_31192,Marketside Baby Spinach 5oz,Great Value Chicken Broth 32oz,Tilapia Fillets per lb,,
WMT_46243,Green Bell Pepper each,Kraft Mac and Cheese Original 7.25oz,Campbells Tomato Soup 10.75oz,,
WMT_05721,Avocado Hass each,Baby Carrots 1lb Bag,,,
WMT_40726,Russet Potatoes 5lb Bag,Great Value American Cheese Slices 16oz,,,
WMT_49123,Lemon each,,,,
WMT_46793,Great Value Sugar Granulated 4lb,Garlic Bulb 3-Pack,Roma Tomatoes per lb,,
WMT_11982,Great Value Canola Oil 48oz,Great Value Large Eggs 12ct,,,
WMT_09548,Great Value Sugar Granulated 4lb,Great Value Large Eggs 12ct,Lays Classic Potato Chips 8oz,,
WMT_15749,Avocado Hass each,Marketside Baby Spinach 5oz,Great Value 2% Reduced Fat Milk 1 Gal,,
WMT_09866,Avocado Hass each,Great Value Canola Oil 48oz,Heinz Tomato Ketchup 32oz,Great Value Whole Milk 1 Gal,
WMT_48147,Roma Tomatoes per lb,Great Value American Cheese Slices 16oz,Great Value Toilet Paper 12 Rolls,,
WMT_44930,Lemon each,Great Value All Purpose Flour 5lb,Great Value Extra Virgin Olive Oil 17oz,Great Value Penne Pasta 16oz,Philadelphia Original Cream Cheese 8oz
WMT_01753,Celery Stalk bunch,Daisy Sour Cream 16oz,Great Value Frozen Pizza Pepperoni 12in,,
WMT_34437,Cucumber each,Marketside Baby Spinach 5oz,Great Value Long Grain White Rice 5lb,,
WMT_00334,Green Bell Pepper each,,,,
WMT_32104,Russet Potatoes 5lb Bag,,,,
WMT_21076,Great Value Long Grain White Rice 5lb,Great Value Greek Yogurt Plain 32oz,,,
WMT_24720,Great Value Unsalted Butter 1lb,Green Bell Pepper each,Cucumber each,Baby Carrots 1lb Bag,Celery Stalk bunch
WMT_34128,Great Value Penne Pasta 16oz,Baby Carrots 1lb Bag,Garlic Bulb 3-Pack,Marketside Organic Bananas 3lb,Marketside Fresh Mozzarella 8oz
WMT_00431,Lemon each,Great Value American Cheese Slices 16oz,Tide Simply Liquid Laundry Det 46oz,,
WMT_35505,Great Value Spaghetti 16oz,Broccoli Crowns per lb,Great Value Penne Pasta 16oz,Baby Carrots 1lb Bag,Lemon each
WMT_11456,Hunts Diced Tomatoes 14.5oz,Broccoli Crowns per lb,Garlic Bulb 3-Pack,Roma Tomatoes per lb,
WMT_25056,Avocado Hass each,Great Value Extra Virgin Olive Oil 17oz,Lemon each,Marketside Shredded Cheddar 8oz,Great Value American Cheese Slices 16oz
WMT_22630,Avocado Hass each,Garlic Bulb 3-Pack,Roma Tomatoes per lb,Lemon each,Great Value American Cheese Slices 16oz
WMT_21592,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_32575,Avocado Hass each,Great Value American Cheese Slices 16oz,,,
WMT_33727,Great Value Extra Virgin Olive Oil 17oz,Heinz Tomato Ketchup 32oz,Great Value American Cheese Slices 16oz,,
WMT_44062,Lemon each,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz,Great Value Trash Bags 13 Gal 50ct,Bounty Select-A-Size Paper Towels 8 Rolls
WMT_48467,Hunts Diced Tomatoes 14.5oz,Marketside Baby Spinach 5oz,Marketside Organic Bananas 3lb,Daisy Sour Cream 16oz,Great Value Purified Water 40pk 16.9oz
WMT_11391,Great Value All Purpose Flour 5lb,Green Bell Pepper each,Roma Tomatoes per lb,Great Value Unsalted Butter 1lb,
WMT_43306,Broccoli Crowns per lb,Great Value 2% Reduced Fat Milk 1 Gal,Marketside Butter Croissants 4ct,,
WMT_07805,Garlic Bulb 3-Pack,Celery Stalk bunch,Great Value Spaghetti 16oz,Great Value Penne Pasta 16oz,Great Value Thin Sliced Turkey 9oz
WMT_18183,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Great Value Unsalted Butter 1lb,,
WMT_35092,Celery Stalk bunch,Hunts Diced Tomatoes 14.5oz,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,Great Value American Cheese Slices 16oz
WMT_26864,Marketside Baby Spinach 5oz,Celery Stalk bunch,,,
WMT_48536,Great Value Greek Yogurt Plain 32oz,Broccoli Crowns per lb,Green Bell Pepper each,Baby Carrots 1lb Bag,Marketside Organic Bananas 3lb
WMT_02204,Marketside Fresh Mozzarella 8oz,Bounty Select-A-Size Paper Towels 8 Rolls,,,
WMT_36419,Heinz Tomato Ketchup 32oz,,,,
WMT_34114,Cucumber each,Lemon each,Yellow Onion 3lb Bag,Philadelphia Original Cream Cheese 8oz,
WMT_32571,Great Value Long Grain White Rice 5lb,Daisy Sour Cream 16oz,,,
WMT_35803,Garlic Bulb 3-Pack,Great Value Long Grain White Rice 5lb,Celery Stalk bunch,Great Value Greek Yogurt Plain 32oz,
WMT_27285,Garlic Bulb 3-Pack,Philadelphia Original Cream Cheese 8oz,Ritz Original Crackers 13.7oz,,
WMT_13113,Yellow Onion 3lb Bag,Great Value All Purpose Flour 5lb,Pork Loin Chops Boneless per lb,,
WMT_32522,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag,Great Value Spaghetti 16oz,Great Value Penne Pasta 16oz,Great Value Honey Nut Toasted Oats 27oz
WMT_22103,Great Value Canola Oil 48oz,Marketside Shredded Cheddar 8oz,,,
WMT_22739,Great Value Sugar Granulated 4lb,Great Value Long Grain White Rice 5lb,,,
WMT_06950,Great Value Penne Pasta 16oz,Avocado Hass each,Baby Carrots 1lb Bag,Lemon each,Russet Potatoes 5lb Bag
WMT_21132,Cucumber each,Great Value Honey Nut Toasted Oats 27oz,,,
WMT_35575,Great Value Chicken Broth 32oz,Great Value Long Grain White Rice 5lb,Philadelphia Original Cream Cheese 8oz,,
WMT_46563,Great Value Penne Pasta 16oz,,,,
WMT_36862,Great Value Spaghetti 16oz,Great Value Sugar Granulated 4lb,Glad ForceFlex Trash Bags 30 Gal 25ct,,
WMT_24158,Great Value Spaghetti 16oz,Great Value Penne Pasta 16oz,Heinz Tomato Ketchup 32oz,Tilapia Fillets per lb,
WMT_34210,Kraft Mac and Cheese Original 7.25oz,Great Value Extra Virgin Olive Oil 17oz,Marketside Shredded Cheddar 8oz,,
WMT_12147,Lemon each,Great Value Chicken Broth 32oz,,,
WMT_20464,Yellow Onion 3lb Bag,Great Value 2% Reduced Fat Milk 1 Gal,,,
WMT_40647,Yellow Onion 3lb Bag,Kraft Mac and Cheese Original 7.25oz,Great Value All Purpose Flour 5lb,,
WMT_04142,Broccoli Crowns per lb,Green Bell Pepper each,Great Value Spaghetti 16oz,Campbells Tomato Soup 10.75oz,Great Value Long Grain White Rice 5lb
WMT_26678,Broccoli Crowns per lb,Marketside Baby Spinach 5oz,,,
WMT_45525,Marketside Organic Bananas 3lb,Great Value Thin Sliced Turkey 9oz,,,
WMT_03979,Great Value Large Eggs 12ct,Daisy Sour Cream 16oz,Philadelphia Original Cream Cheese 8oz,,
WMT_42472,Great Value Long Grain White Rice 5lb,,,,
WMT_48873,Daisy Sour Cream 16oz,,,,
WMT_45337,Stouffers Lasagna with Meat Sauce 10oz,,,,
WMT_47715,Great Value Spaghetti 16oz,Great Value Long Grain White Rice 5lb,,,
WMT_21946,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_49813,Hunts Diced Tomatoes 14.5oz,Baby Carrots 1lb Bag,Roma Tomatoes per lb,Lemon each,Celery Stalk bunch
WMT_48333,Tilapia Fillets per lb,,,,
WMT_25509,Lemon each,Celery Stalk bunch,Great Value All Purpose Flour 5lb,Great Value Chicken Broth 32oz,Great Value Sugar Granulated 4lb
WMT_23481,Yellow Onion 3lb Bag,Great Value Spaghetti 16oz,Daisy Sour Cream 16oz,,
WMT_11052,Green Bell Pepper each,Cucumber each,Great Value American Cheese Slices 16oz,Philadelphia Original Cream Cheese 8oz,Great Value Frozen Broccoli Florets 12oz
